time,temp_air,wind_speed,relative_humidity,dewpoint,ghi,dni,dhi
1990-01-01 05:30:00+05:30,-20.81,1.0,60.83,-26.400653557162066,0.0,0.0,0.0
1990-01-01 06:30:00+05:30,-20.98,1.0,58.24,-27.037508262849887,0.0,0.0,0.0
1990-01-01 07:30:00+05:30,-21.15,1.01,55.66,-27.690378114780454,0.0,0.0,0.0
1990-01-01 08:30:00+05:30,-21.32,1.02,53.07,-28.364746865785545,224.4,465.37,140.15
1990-01-01 09:30:00+05:30,-21.49,1.02,50.48,-29.060659686891956,387.0,498.96,219.8
1990-01-01 10:30:00+05:30,-21.66,1.03,47.89,-29.78032817915384,501.75,480.09,285.05
1990-01-01 11:30:00+05:30,-21.83,1.04,45.3,-30.526323274299678,595.15,684.96,237.65
1990-01-01 12:30:00+05:30,-22.0,1.05,42.71,-31.301658090298986,599.9,729.75,204.4
1990-01-01 13:30:00+05:30,-13.01,0.83,53.95,-20.393217855633555,536.2,769.33,143.75
1990-01-01 14:30:00+05:30,-12.23,0.76,56.55,-19.112561498196023,389.75,613.46,126.85
1990-01-01 15:30:00+05:30,-12.22,0.76,56.55,-19.10314880134688,214.4,452.9,77.25
1990-01-01 16:30:00+05:30,-12.73,0.76,53.95,-20.13090777779139,37.75,112.36,21.85
1990-01-01 17:30:00+05:30,-13.96,0.76,51.3,-21.860455396059027,0.0,0.0,0.0
1990-01-01 18:30:00+05:30,-15.26,0.83,55.75,-22.12828044168253,0.0,0.0,0.0
1990-01-01 19:30:00+05:30,-16.71,0.9,55.35,-23.57349830985859,0.0,0.0,0.0
1990-01-01 20:30:00+05:30,-18.11,0.97,55.1,-24.940467218958492,0.0,0.0,0.0
1990-01-01 21:30:00+05:30,-19.57,1.03,52.3,-26.884205395363885,0.0,0.0,0.0
1990-01-01 22:30:00+05:30,-20.92,1.03,51.85,-28.240743404103153,0.0,0.0,0.0
1990-01-01 23:30:00+05:30,-22.27,1.1,53.95,-29.079741384127914,0.0,0.0,0.0
1990-01-02 00:30:00+05:30,-24.14,1.17,58.9,-29.909164190942274,0.0,0.0,0.0
1990-01-02 01:30:00+05:30,-25.32,1.17,58.65,-31.07262226963856,0.0,0.0,0.0
1990-01-02 02:30:00+05:30,-26.2,1.24,58.35,-31.960230832596697,0.0,0.0,0.0
1990-01-02 03:30:00+05:30,-26.37,1.17,55.55,-32.631165607575184,0.0,0.0,0.0
1990-01-02 04:30:00+05:30,-25.65,1.17,50.55,-32.92951005516683,0.0,0.0,0.0
1990-01-02 05:30:00+05:30,-24.72,1.17,48.25,-32.54398534916768,0.0,0.0,0.0
1990-01-02 06:30:00+05:30,-23.3,1.1,46.35,-31.644459896747346,0.0,0.0,0.0
1990-01-02 07:30:00+05:30,-23.16,1.1,46.35,-31.514890208245767,0.0,0.0,0.0
1990-01-02 08:30:00+05:30,-22.94,1.1,44.25,-31.79576171169036,226.95,547.01,128.05
1990-01-02 09:30:00+05:30,-21.78,1.03,51.55,-29.107171138780075,385.8,582.63,190.5
1990-01-02 10:30:00+05:30,-18.56,0.9,60.45,-24.33298641458107,517.35,695.12,203.25
1990-01-02 11:30:00+05:30,-15.65,0.9,63.8,-20.951866582677386,611.4,846.73,168.7
1990-01-02 12:30:00+05:30,-13.33,0.83,61.55,-19.160456962091967,612.1,860.26,144.75
1990-01-02 13:30:00+05:30,-12.09,0.83,61.8,-17.934772430411762,546.8,844.79,114.45
1990-01-02 14:30:00+05:30,-11.43,0.83,59.4,-17.77828772261123,411.65,751.42,88.15
1990-01-02 15:30:00+05:30,-11.41,0.83,59.4,-17.759368749089784,209.4,401.79,86.85
1990-01-02 16:30:00+05:30,-11.98,0.83,59.25,-18.328423989978226,39.25,112.99,23.0
1990-01-02 17:30:00+05:30,-13.1,0.76,58.9,-19.457095484324263,0.0,0.0,0.0
1990-01-02 18:30:00+05:30,-14.54,0.83,58.6,-20.877727986058567,0.0,0.0,0.0
1990-01-02 19:30:00+05:30,-15.86,0.9,60.95,-21.676563507510323,0.0,0.0,0.0
1990-01-02 20:30:00+05:30,-17.15,0.97,66.4,-21.927707866600212,0.0,0.0,0.0
1990-01-02 21:30:00+05:30,-18.27,1.03,63.3,-23.540418163796748,0.0,0.0,0.0
1990-01-02 22:30:00+05:30,-19.59,1.03,65.95,-24.342160704264973,0.0,0.0,0.0
1990-01-02 23:30:00+05:30,-20.74,1.1,65.7,-25.485904977913798,0.0,0.0,0.0
1990-01-03 00:30:00+05:30,-21.32,1.03,65.6,-26.058198811364072,0.0,0.0,0.0
1990-01-03 01:30:00+05:30,-22.06,1.03,62.45,-27.30334729438463,0.0,0.0,0.0
1990-01-03 02:30:00+05:30,-22.57,1.1,62.35,-27.806811958439106,0.0,0.0,0.0
1990-01-03 03:30:00+05:30,-23.08,1.1,62.2,-28.318853347077276,0.0,0.0,0.0
1990-01-03 04:30:00+05:30,-23.42,1.03,62.1,-28.66014476422331,0.0,0.0,0.0
1990-01-03 05:30:00+05:30,-23.49,1.03,59.15,-29.24779423199496,0.0,0.0,0.0
1990-01-03 06:30:00+05:30,-25.0,1.03,58.75,-30.75138065026842,0.0,0.0,0.0
1990-01-03 07:30:00+05:30,-25.58,1.03,55.8,-31.839443839456504,0.0,0.0,0.0
1990-01-03 08:30:00+05:30,-26.06,1.03,55.65,-32.32017345030839,278.75,1221.86,58.0
1990-01-03 09:30:00+05:30,-25.26,1.03,55.8,-31.537606884304626,461.1,1162.57,71.15
1990-01-03 10:30:00+05:30,-23.26,0.9,68.3,-27.479601895086887,588.1,1117.86,82.3
1990-01-03 11:30:00+05:30,-19.6,0.9,69.05,-23.837345591480585,651.6,1082.29,84.65
1990-01-03 12:30:00+05:30,-17.09,0.9,66.4,-21.870218540313004,642.85,1025.38,84.35
1990-01-03 13:30:00+05:30,-15.3,0.9,63.9,-20.599902452125384,563.8,941.2,80.45
1990-01-03 14:30:00+05:30,-14.28,0.9,64.15,-19.581370678911124,423.7,822.86,67.75
1990-01-03 15:30:00+05:30,-14.15,0.9,64.15,-19.45732577530932,235.85,604.49,50.1
1990-01-03 16:30:00+05:30,-14.56,0.9,61.2,-20.395046815461246,46.85,211.35,15.95
1990-01-03 17:30:00+05:30,-15.97,0.83,60.95,-21.78100611015648,0.0,0.0,0.0
1990-01-03 18:30:00+05:30,-17.02,0.9,60.7,-22.824661498461982,0.0,0.0,0.0
1990-01-03 19:30:00+05:30,-18.3,0.97,60.45,-24.08619008153956,0.0,0.0,0.0
1990-01-03 20:30:00+05:30,-19.5,0.97,60.2,-25.271294397915906,0.0,0.0,0.0
1990-01-03 21:30:00+05:30,-20.55,1.03,59.95,-26.313589351826323,0.0,0.0,0.0
1990-01-03 22:30:00+05:30,-21.37,1.1,62.6,-26.619493366253984,0.0,0.0,0.0
1990-01-03 23:30:00+05:30,-21.6,1.1,59.7,-27.355458124862967,0.0,0.0,0.0
1990-01-04 00:30:00+05:30,-20.74,1.03,57.05,-27.035679881536137,0.0,0.0,0.0
1990-01-04 01:30:00+05:30,-20.68,1.1,57.05,-26.979029480414052,0.0,0.0,0.0
1990-01-04 02:30:00+05:30,-20.74,1.1,57.05,-27.035679881536137,0.0,0.0,0.0
1990-01-04 03:30:00+05:30,-20.63,1.03,57.05,-26.931821473900712,0.0,0.0,0.0
1990-01-04 04:30:00+05:30,-20.64,1.03,57.05,-26.94126302712483,0.0,0.0,0.0
1990-01-04 05:30:00+05:30,-20.52,1.03,57.2,-26.79928609454421,0.0,0.0,0.0
1990-01-04 06:30:00+05:30,-19.41,1.03,57.45,-25.70306105946805,0.0,0.0,0.0
1990-01-04 07:30:00+05:30,-18.98,0.97,57.6,-25.26804984826706,0.0,0.0,0.0
1990-01-04 08:30:00+05:30,-18.39,0.9,60.45,-24.171617918852732,141.25,36.26,134.7
1990-01-04 09:30:00+05:30,-16.83,0.0,72.8,-20.562181420724613,286.25,116.76,247.05
1990-01-04 10:30:00+05:30,-14.21,0.0,70.1,-18.474487252251038,386.85,100.18,341.45
1990-01-04 11:30:00+05:30,-11.95,0.76,70.6,-16.21291733202132,416.15,63.15,383.0
1990-01-04 12:30:00+05:30,-10.11,0.76,74.0,-13.864786864346417,442.0,176.86,345.4
1990-01-04 13:30:00+05:30,-8.81,0.76,71.2,-13.083923995864923,382.8,122.72,319.55
1990-01-04 14:30:00+05:30,-8.09,0.83,71.3,-12.372546271323078,291.85,158.61,222.9
1990-01-04 15:30:00+05:30,-7.72,0.83,68.45,-12.523395367135096,192.2,339.27,87.15
1990-01-04 16:30:00+05:30,-8.24,0.9,68.35,-13.040480806041389,39.4,118.72,21.75
1990-01-04 17:30:00+05:30,-9.56,0.83,74.1,-13.315743107999078,0.0,0.0,0.0
1990-01-04 18:30:00+05:30,-10.36,0.83,70.9,-14.629545847229387,0.0,0.0,0.0
1990-01-04 19:30:00+05:30,-11.27,0.9,70.7,-15.540689126804281,0.0,0.0,0.0
1990-01-04 20:30:00+05:30,-12.0,0.83,70.6,-16.261090465321967,0.0,0.0,0.0
1990-01-04 21:30:00+05:30,-12.75,0.83,70.4,-17.017593817468267,0.0,0.0,0.0
1990-01-04 22:30:00+05:30,-13.57,0.83,73.35,-17.320031792576675,0.0,0.0,0.0
1990-01-04 23:30:00+05:30,-14.15,0.83,70.1,-18.416702255245315,0.0,0.0,0.0
1990-01-05 00:30:00+05:30,-14.51,0.83,67.05,-19.28491074388249,0.0,0.0,0.0
1990-01-05 01:30:00+05:30,-14.9,0.83,66.95,-19.676199361872143,0.0,0.0,0.0
1990-01-05 02:30:00+05:30,-15.15,0.83,66.85,-19.933233060934427,0.0,0.0,0.0
1990-01-05 03:30:00+05:30,-15.51,0.83,63.9,-20.80024970694389,0.0,0.0,0.0
1990-01-05 04:30:00+05:30,-15.83,0.76,66.75,-20.60234242430775,0.0,0.0,0.0
1990-01-05 05:30:00+05:30,-16.2,0.76,66.6,-20.982897693665688,0.0,0.0,0.0
1990-01-05 06:30:00+05:30,-15.68,0.76,66.75,-20.45857730042356,0.0,0.0,0.0
1990-01-05 07:30:00+05:30,-16.07,0.76,63.65,-21.37955406461515,0.0,0.0,0.0
1990-01-05 08:30:00+05:30,-16.22,0.69,63.65,-21.522622816791365,241.1,836.18,90.0
1990-01-05 09:30:00+05:30,-15.7,0.62,60.95,-21.52465161392602,413.65,791.28,147.65
1990-01-05 10:30:00+05:30,-14.28,0.55,67.05,-19.064422925120503,554.65,899.99,146.05
1990-01-05 11:30:00+05:30,-12.62,0.41,76.85,-15.840181450640006,588.6,779.56,178.4
1990-01-05 12:30:00+05:30,-10.81,0.28,70.8,-15.080338940285438,566.8,651.05,210.15
1990-01-05 13:30:00+05:30,-9.88,0.41,71.0,-14.149762932931045,513.3,714.18,143.8
1990-01-05 14:30:00+05:30,-9.47,0.62,68.15,-14.256679567351481,392.2,603.47,128.5
1990-01-05 15:30:00+05:30,-9.39,0.62,68.15,-14.179924375942356,224.65,524.07,61.1
1990-01-05 16:30:00+05:30,-10.06,0.62,77.2,-13.295582429715068,46.5,177.92,19.6
1990-01-05 17:30:00+05:30,-10.9,0.62,70.8,-15.16706119612262,0.0,0.0,0.0
1990-01-05 18:30:00+05:30,-12.42,0.69,76.9,-15.637876282582,0.0,0.0,0.0
1990-01-05 19:30:00+05:30,-14.29,0.76,87.3,-15.938248366678094,0.0,0.0,0.0
1990-01-05 20:30:00+05:30,-15.63,0.83,87.15,-17.279546740886666,0.0,0.0,0.0
1990-01-05 21:30:00+05:30,-16.64,0.9,87.1,-18.281757301133876,0.0,0.0,0.0
1990-01-05 22:30:00+05:30,-17.59,0.9,87.0,-19.23150550193145,0.0,0.0,0.0
1990-01-05 23:30:00+05:30,-18.06,0.9,83.2,-20.21391866890564,0.0,0.0,0.0
1990-01-06 00:30:00+05:30,-17.84,0.9,83.2,-19.99811152207966,0.0,0.0,0.0
1990-01-06 01:30:00+05:30,-17.98,0.9,76.0,-21.181119454348035,0.0,0.0,0.0
1990-01-06 02:30:00+05:30,-18.36,0.83,72.65,-22.065824494591176,0.0,0.0,0.0
1990-01-06 03:30:00+05:30,-18.92,0.83,72.5,-22.63099088880643,0.0,0.0,0.0
1990-01-06 04:30:00+05:30,-19.6,0.83,75.75,-22.792884901008193,0.0,0.0,0.0
1990-01-06 05:30:00+05:30,-20.25,0.83,72.25,-23.956191110902424,0.0,0.0,0.0
1990-01-06 06:30:00+05:30,-21.89,0.83,71.95,-25.588266720677314,0.0,0.0,0.0
1990-01-06 07:30:00+05:30,-22.5,0.76,68.55,-26.70860528834174,0.0,0.0,0.0
1990-01-06 08:30:00+05:30,-22.72,0.83,68.45,-26.9362238130106,276.05,1169.89,64.45
1990-01-06 09:30:00+05:30,-22.06,0.83,62.45,-27.30334729438463,457.75,1109.3,84.25
1990-01-06 10:30:00+05:30,-20.62,0.83,62.7,-25.887057816184058,593.85,1114.11,87.0
1990-01-06 11:30:00+05:30,-19.52,0.76,69.2,-23.73597291071469,661.2,1086.67,87.95
1990-01-06 12:30:00+05:30,-17.34,0.76,66.4,-22.109761658329962,653.75,1028.24,88.7
1990-01-06 13:30:00+05:30,-15.83,0.76,63.8,-21.123576663455598,567.4,890.38,104.9
1990-01-06 14:30:00+05:30,-14.88,0.76,64.05,-20.172031231218078,388.9,516.95,161.8
1990-01-06 15:30:00+05:30,-14.48,0.76,61.35,-20.290709340072492,184.1,176.1,128.7
1990-01-06 16:30:00+05:30,-14.62,0.76,61.2,-20.452022750197905,36.55,20.16,33.45
1990-01-06 17:30:00+05:30,-15.24,0.76,61.1,-21.059644705019814,0.0,0.0,0.0
1990-01-06 18:30:00+05:30,-15.5,0.76,58.35,-21.834218520410396,0.0,0.0,0.0
1990-01-06 19:30:00+05:30,-15.83,0.83,58.25,-22.165670223915395,0.0,0.0,0.0
1990-01-06 20:30:00+05:30,-16.09,0.83,60.8,-21.923093910124187,0.0,0.0,0.0
1990-01-06 21:30:00+05:30,-16.41,0.83,60.8,-22.226872599707168,0.0,0.0,0.0
1990-01-06 22:30:00+05:30,-16.63,0.83,60.7,-22.45444576993123,0.0,0.0,0.0
1990-01-06 23:30:00+05:30,-16.84,0.83,60.7,-22.65378862641653,0.0,0.0,0.0
1990-01-07 00:30:00+05:30,-16.78,0.76,60.7,-22.596832554527634,0.0,0.0,0.0
1990-01-07 01:30:00+05:30,-17.04,0.76,60.7,-22.84364780429261,0.0,0.0,0.0
1990-01-07 02:30:00+05:30,-17.37,0.76,60.6,-23.175555406558647,0.0,0.0,0.0
1990-01-07 03:30:00+05:30,-17.7,0.76,63.3,-22.996858559099334,0.0,0.0,0.0
1990-01-07 04:30:00+05:30,-18.09,0.76,63.3,-23.368760783837637,0.0,0.0,0.0
1990-01-07 05:30:00+05:30,-18.36,0.76,60.45,-24.143141777487823,0.0,0.0,0.0
1990-01-07 06:30:00+05:30,-17.53,0.76,66.4,-22.291821923226355,0.0,0.0,0.0
1990-01-07 07:30:00+05:30,-18.15,0.76,66.3,-22.903021831432717,0.0,0.0,0.0
1990-01-07 08:30:00+05:30,-18.4,0.83,66.3,-23.14257536775593,254.5,977.4,77.45
1990-01-07 09:30:00+05:30,-17.82,0.83,66.3,-22.586828386598814,446.7,1068.66,86.2
1990-01-07 10:30:00+05:30,-16.58,0.76,69.6,-20.840038655179523,575.5,1033.5,104.25
1990-01-07 11:30:00+05:30,-14.87,0.69,73.2,-18.6021115029852,642.0,937.0,146.35
1990-01-07 12:30:00+05:30,-12.89,0.62,67.4,-17.67034898716274,633.55,884.18,146.05
1990-01-07 13:30:00+05:30,-11.64,0.55,64.7,-16.961058476768645,525.85,734.66,142.65
1990-01-07 14:30:00+05:30,-10.87,0.48,62.15,-16.708314694492813,387.95,502.57,165.95
1990-01-07 15:30:00+05:30,-10.72,0.41,62.15,-16.565763638906926,211.05,328.67,106.8
1990-01-07 16:30:00+05:30,-11.18,0.48,70.7,-15.453974819405845,42.85,69.34,32.0
1990-01-07 17:30:00+05:30,-11.83,0.55,61.95,-17.65900521764194,0.0,0.0,0.0
1990-01-07 18:30:00+05:30,-12.84,0.62,67.4,-17.622403983764862,0.0,0.0,0.0
1990-01-07 19:30:00+05:30,-13.77,0.69,70.2,-18.033885532063795,0.0,0.0,0.0
1990-01-07 20:30:00+05:30,-14.62,0.69,73.2,-18.36022448700527,0.0,0.0,0.0
1990-01-07 21:30:00+05:30,-15.42,0.76,73.1,-19.150302602663,0.0,0.0,0.0
1990-01-07 22:30:00+05:30,-16.11,0.83,76.25,-19.325743352398934,0.0,0.0,0.0
1990-01-07 23:30:00+05:30,-16.8,0.83,72.8,-20.533162898504763,0.0,0.0,0.0
1990-01-08 00:30:00+05:30,-16.65,0.9,69.6,-20.90743112865296,0.0,0.0,0.0
1990-01-08 01:30:00+05:30,-16.92,0.9,69.6,-21.167380862888926,0.0,0.0,0.0
1990-01-08 02:30:00+05:30,-17.14,0.9,69.5,-21.395702322335136,0.0,0.0,0.0
1990-01-08 03:30:00+05:30,-17.39,0.97,66.4,-22.1576716267489,0.0,0.0,0.0
1990-01-08 04:30:00+05:30,-17.54,0.9,66.4,-22.30140422175006,0.0,0.0,0.0
1990-01-08 05:30:00+05:30,-17.6,0.9,69.4,-21.855014120450917,0.0,0.0,0.0
1990-01-08 06:30:00+05:30,-17.63,0.9,69.4,-21.8838928183582,0.0,0.0,0.0
1990-01-08 07:30:00+05:30,-17.7,0.83,66.3,-22.47185381097975,0.0,0.0,0.0
1990-01-08 08:30:00+05:30,-17.59,0.83,66.3,-22.366462726344597,186.8,198.33,150.8
1990-01-08 09:30:00+05:30,-17.25,0.69,66.4,-22.023524844837844,360.3,466.01,202.75
1990-01-08 10:30:00+05:30,-16.16,0.55,69.7,-20.41907899941498,482.05,428.55,286.15
1990-01-08 11:30:00+05:30,-14.26,0.55,67.05,-19.045250509231973,585.55,661.9,234.4
1990-01-08 12:30:00+05:30,-13.25,0.48,64.35,-18.5620061628277,589.0,626.98,242.1
1990-01-08 13:30:00+05:30,-12.26,0.41,61.8,-18.096282663406882,515.8,566.67,218.95
1990-01-08 14:30:00+05:30,-11.62,0.48,61.95,-17.459461305413846,369.1,377.95,201.2
1990-01-08 15:30:00+05:30,-11.33,0.69,59.4,-17.68369374994509,183.6,262.77,99.55
1990-01-08 16:30:00+05:30,-11.42,0.83,62.05,-17.250220903262054,45.15,126.25,25.05
1990-01-08 17:30:00+05:30,-11.93,0.69,59.25,-18.28113312359657,0.0,0.0,0.0
1990-01-08 18:30:00+05:30,-12.62,0.62,64.5,-17.933267127241074,0.0,0.0,0.0
1990-01-08 19:30:00+05:30,-13.61,0.55,67.2,-18.395844320418444,0.0,0.0,0.0
1990-01-08 20:30:00+05:30,-14.69,0.62,70.0,-18.953534624228944,0.0,0.0,0.0
1990-01-08 21:30:00+05:30,-16.17,0.69,72.9,-19.907838992598823,0.0,0.0,0.0
1990-01-08 22:30:00+05:30,-17.38,0.76,76.1,-20.58288206349012,0.0,0.0,0.0
1990-01-08 23:30:00+05:30,-18.53,0.83,72.65,-22.230266867883753,0.0,0.0,0.0
1990-01-09 00:30:00+05:30,-17.93,0.76,69.4,-22.17268777066332,0.0,0.0,0.0
1990-01-09 01:30:00+05:30,-18.65,0.76,72.5,-22.369860279446005,0.0,0.0,0.0
1990-01-09 02:30:00+05:30,-19.36,0.76,69.2,-23.58195169984856,0.0,0.0,0.0
1990-01-09 03:30:00+05:30,-19.61,0.76,69.05,-23.84697004656695,0.0,0.0,0.0
1990-01-09 04:30:00+05:30,-20.03,0.76,65.95,-24.763668753565998,0.0,0.0,0.0
1990-01-09 05:30:00+05:30,-20.4,0.76,65.85,-25.134979531374057,0.0,0.0,0.0
1990-01-09 06:30:00+05:30,-22.55,0.76,65.35,-27.277881094958065,0.0,0.0,0.0
1990-01-09 07:30:00+05:30,-23.01,0.76,65.25,-27.734977442853825,0.0,0.0,0.0
1990-01-09 08:30:00+05:30,-23.26,0.83,65.15,-27.990936598988192,269.65,1048.66,78.8
1990-01-09 09:30:00+05:30,-23.05,0.83,59.3,-28.8034308154235,464.75,1141.23,77.95
1990-01-09 10:30:00+05:30,-22.28,0.76,59.4,-28.055041578195418,602.8,1132.48,83.7
1990-01-09 11:30:00+05:30,-20.95,0.76,65.7,-25.68704128088741,653.8,962.65,141.5
1990-01-09 12:30:00+05:30,-19.14,0.69,63.05,-24.414381651944268,658.75,995.84,105.75
1990-01-09 13:30:00+05:30,-17.6,0.69,63.3,-22.90150388497027,578.9,893.38,108.8
1990-01-09 14:30:00+05:30,-16.81,0.76,60.7,-22.625310493466504,443.2,805.89,83.1
1990-01-09 15:30:00+05:30,-16.5,0.76,58.1,-22.828104046193673,256.8,621.17,56.4
1990-01-09 16:30:00+05:30,-16.78,0.69,58.0,-23.11216056100843,59.05,234.86,21.0
1990-01-09 17:30:00+05:30,-17.51,0.69,52.7,-24.872696255323195,0.0,0.0,0.0
1990-01-09 18:30:00+05:30,-18.59,0.76,54.95,-25.421959705495716,0.0,0.0,0.0
1990-01-09 19:30:00+05:30,-19.71,0.76,54.7,-26.524947843850516,0.0,0.0,0.0
1990-01-09 20:30:00+05:30,-20.81,0.83,57.05,-27.101773110004427,0.0,0.0,0.0
1990-01-09 21:30:00+05:30,-21.88,0.9,56.8,-28.15958509342504,0.0,0.0,0.0
1990-01-09 22:30:00+05:30,-22.86,0.9,56.5,-29.141476652891956,0.0,0.0,0.0
1990-01-09 23:30:00+05:30,-23.76,0.97,59.05,-29.521854078526566,0.0,0.0,0.0
1990-01-10 00:30:00+05:30,-24.14,0.97,56.1,-30.424768410424164,0.0,0.0,0.0
1990-01-10 01:30:00+05:30,-24.73,0.97,55.95,-31.009554411873324,0.0,0.0,0.0
1990-01-10 02:30:00+05:30,-25.3,1.03,55.8,-31.57533510642367,0.0,0.0,0.0
1990-01-10 03:30:00+05:30,-25.9,1.03,55.65,-32.16927261248609,0.0,0.0,0.0
1990-01-10 04:30:00+05:30,-26.52,1.03,55.55,-32.77262762749358,0.0,0.0,0.0
1990-01-10 05:30:00+05:30,-26.99,1.1,58.25,-32.72662977653047,0.0,0.0,0.0
1990-01-10 06:30:00+05:30,-27.97,1.1,57.95,-33.70828132981353,0.0,0.0,0.0
1990-01-10 07:30:00+05:30,-28.27,1.1,57.8,-34.01895969916955,0.0,0.0,0.0
1990-01-10 08:30:00+05:30,-28.16,1.03,55.1,-34.402396037958574,292.0,1271.13,59.93
1990-01-10 09:30:00+05:30,-27.08,1.03,50.1,-34.356684717566566,477.45,1195.69,71.05
1990-01-10 10:30:00+05:30,-25.58,0.97,50.55,-32.86411863389803,610.0,1150.89,80.9
1990-01-10 11:30:00+05:30,-22.69,0.97,62.2,-27.94721869739746,676.4,1106.7,85.5
1990-01-10 12:30:00+05:30,-19.7,0.9,57.3,-26.005757295888163,671.7,1052.23,85.15
1990-01-10 13:30:00+05:30,-17.88,0.83,60.45,-23.687550115134222,595.85,976.27,79.75
1990-01-10 14:30:00+05:30,-16.76,0.83,58.0,-23.09326400708246,455.5,859.04,69.35
1990-01-10 15:30:00+05:30,-16.4,0.83,55.5,-23.251483593637086,264.85,650.35,53.2
1990-01-10 16:30:00+05:30,-16.72,0.76,55.35,-23.582901222791442,63.15,260.19,20.25
1990-01-10 17:30:00+05:30,-17.9,0.83,52.6,-25.258723570208197,0.0,0.0,0.0
1990-01-10 18:30:00+05:30,-19.27,0.9,49.85,-27.127302219977878,0.0,0.0,0.0
1990-01-10 19:30:00+05:30,-20.65,0.97,51.85,-27.988251618099763,0.0,0.0,0.0
1990-01-10 20:30:00+05:30,-21.83,0.97,51.55,-29.153915911880734,0.0,0.0,0.0
1990-01-10 21:30:00+05:30,-22.77,1.03,53.85,-29.569168054329282,0.0,0.0,0.0
1990-01-10 22:30:00+05:30,-23.47,1.03,51.15,-30.769561439533742,0.0,0.0,0.0
1990-01-10 23:30:00+05:30,-24.08,1.03,51.0,-31.37048815803055,0.0,0.0,0.0
1990-01-11 00:30:00+05:30,-24.29,1.03,50.85,-31.597516630199852,0.0,0.0,0.0
1990-01-11 01:30:00+05:30,-24.8,1.1,50.7,-32.10477282610187,0.0,0.0,0.0
1990-01-11 02:30:00+05:30,-25.35,1.1,50.55,-32.649271027866625,0.0,0.0,0.0
1990-01-11 03:30:00+05:30,-25.87,1.1,53.0,-32.64673641155577,0.0,0.0,0.0
1990-01-11 04:30:00+05:30,-26.32,1.1,52.85,-33.09831484440404,0.0,0.0,0.0
1990-01-11 05:30:00+05:30,-26.67,1.1,52.7,-33.45595843102447,0.0,0.0,0.0
1990-01-11 06:30:00+05:30,-26.09,1.1,50.4,-33.371098803402546,0.0,0.0,0.0
1990-01-11 07:30:00+05:30,-26.29,1.1,52.85,-33.07016155804763,0.0,0.0,0.0
1990-01-11 08:30:00+05:30,-26.14,1.1,47.95,-33.92810907438029,290.05,1267.09,57.85
1990-01-11 09:30:00+05:30,-24.99,1.1,45.9,-33.309348957999305,472.75,1146.94,81.7
1990-01-11 10:30:00+05:30,-23.4,1.03,48.7,-31.219872586842055,608.6,1135.75,84.8
1990-01-11 11:30:00+05:30,-20.53,0.0,62.85,-25.774922561795652,671.35,1040.98,113.6
1990-01-11 12:30:00+05:30,-17.14,0.0,60.6,-22.957238719069252,653.45,895.36,152.35
1990-01-11 13:30:00+05:30,-15.04,0.83,58.5,-21.37002156084686,561.35,751.64,162.1
1990-01-11 14:30:00+05:30,-13.82,0.83,56.15,-20.691502429500332,416.7,597.76,146.35
1990-01-11 15:30:00+05:30,-13.35,0.76,53.8,-20.743910009309506,233.55,406.6,100.05
1990-01-11 16:30:00+05:30,-13.66,0.76,51.3,-21.58079687583661,54.15,124.85,33.2
1990-01-11 17:30:00+05:30,-14.89,0.83,53.4,-22.271704045469033,0.0,0.0,0.0
1990-01-11 18:30:00+05:30,-15.51,0.83,48.6,-23.91391723444919,0.0,0.0,0.0
1990-01-11 19:30:00+05:30,-16.46,0.9,48.3,-24.864072059584004,0.0,0.0,0.0
1990-01-11 20:30:00+05:30,-17.27,0.97,48.0,-25.684004982780085,0.0,0.0,0.0
1990-01-11 21:30:00+05:30,-18.17,0.97,45.65,-27.06669396014218,0.0,0.0,0.0
1990-01-11 22:30:00+05:30,-19.01,1.03,43.35,-28.399521545663628,0.0,0.0,0.0
1990-01-11 23:30:00+05:30,-19.77,1.03,45.2,-28.649478443271484,0.0,0.0,0.0
1990-01-12 00:30:00+05:30,-19.76,0.97,43.05,-29.16232597487629,0.0,0.0,0.0
1990-01-12 01:30:00+05:30,-19.98,1.03,41.05,-29.8704062190746,0.0,0.0,0.0
1990-01-12 02:30:00+05:30,-20.06,1.03,41.05,-29.943472744572233,0.0,0.0,0.0
1990-01-12 03:30:00+05:30,-20.13,1.03,42.9,-29.53902993780195,0.0,0.0,0.0
1990-01-12 04:30:00+05:30,-20.09,1.03,41.05,-29.970873290336485,0.0,0.0,0.0
1990-01-12 05:30:00+05:30,-20.04,1.03,39.1,-30.440342898893494,0.0,0.0,0.0
1990-01-12 06:30:00+05:30,-18.17,1.03,41.5,-28.10029248475283,0.0,0.0,0.0
1990-01-12 07:30:00+05:30,-18.03,1.03,41.5,-27.972383620509376,0.0,0.0,0.0
1990-01-12 08:30:00+05:30,-17.92,1.03,43.5,-27.361616810432626,233.85,556.95,131.35
1990-01-12 09:30:00+05:30,-17.18,0.97,45.8,-26.117557421331217,426.6,770.65,162.95
1990-01-12 10:30:00+05:30,-15.78,0.9,63.8,-21.07587878343045,558.45,775.24,199.7
1990-01-12 11:30:00+05:30,-12.49,0.83,59.15,-18.830661365401618,644.0,874.38,173.8
1990-01-12 12:30:00+05:30,-10.93,0.76,62.15,-16.765336412797588,653.8,927.52,132.55
1990-01-12 13:30:00+05:30,-9.52,0.69,62.4,-15.3769260953332,574.5,815.67,139.1
